title,genre,subgenre,vocal_gender,mood,target_bpm,energy_score,activity_fit,hook_timing,style_influence,weirdness,minimum_duration_seconds,vocals_required,similarity_cluster,suno_prompt,status
Crown Mode,Psychedelic Stadium Trap,Psychedelic Trap,female,haunted,146,9,after-hours mosh,0:12,68,40,148,TRUE,psych-c02,"Psychedelic Trap, haunted female lead vocal, tribal chant ad-libs; 146 BPM; production: tribal percussion, stadium reverb, psychedelic guitar swirl; theme: I am the moment; hook at 0:12 (phone-number style chant); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Astral Run,Psychedelic Stadium Trap,Psychedelic Trap,male,epic,142,8,highway rage drive,0:12,76,48,111,TRUE,psych-c02,"Psychedelic Trap, epic male lead vocal, autotuned anthemic shout; 142 BPM; production: distorted bass drops, vocal reverse fx, rolling 808s; theme: godmode flex; hook at 0:12 (two-word chant hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Burning Sky,Psychedelic Stadium Trap,Sci-Fi Trap,male,rebellious,145,9,skyline anthem,0:08,72,54,199,TRUE,psych-c02,"Sci-Fi Trap, rebellious male lead vocal, autotuned anthemic shout; 145 BPM; production: stadium reverb, rolling 808s, cinematic strings; theme: sonic baptism; hook at 0:08 (name-drop hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Eclipse Era,Psychedelic Stadium Trap,Sci-Fi Trap,male,spiritual,144,10,highway rage drive,0:10,76,50,194,TRUE,psych-c02,"Sci-Fi Trap, spiritual male lead vocal, melodic rage chant; 144 BPM; production: stadium reverb, godlike sub drop, anthemic snare drops; theme: throne room walk-in; hook at 0:10 (single-line repeatable hook); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Astral God,Psychedelic Stadium Trap,Sci-Fi Trap,male,otherworldly,150,9,movie trailer moment,0:12,72,41,209,TRUE,psych-c02,"Sci-Fi Trap, otherworldly male lead vocal, tribal chant ad-libs; 150 BPM; production: stadium reverb, cinematic strings, supersaw leads; theme: the kid they doubted; hook at 0:12 (pre-chorus build into anthemic hook); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Throne Storm,Psychedelic Stadium Trap,Rage Trap,female,wired,152,9,stadium walkout,0:08,65,48,144,TRUE,psych-c02,"Rage Trap, wired female lead vocal, tribal chant ad-libs; 152 BPM; production: rolling 808s, godlike sub drop, stadium reverb; theme: I am the moment; hook at 0:08 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Cosmos God,Psychedelic Stadium Trap,Psychedelic Trap,male,wired,147,10,skyline anthem,0:12,72,46,162,TRUE,psych-c02,"Psychedelic Trap, wired male lead vocal, melodic rage chant; 147 BPM; production: psychedelic guitar swirl, distorted bass drops, filtered build risers; theme: the universe is mine; hook at 0:12 (melodic ad-lib hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Stargod Echo,Psychedelic Stadium Trap,Astral Trap,male,godlike,145,9,movie trailer moment,0:10,67,50,147,TRUE,psych-c02,"Astral Trap, godlike male lead vocal, tribal chant ad-libs; 145 BPM; production: anthemic snare drops, tribal percussion, stadium reverb; theme: from the bottom to galactic; hook at 0:10 (melodic ad-lib hook); headphone-detail production; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Eclipse Era (feat. The Night),Psychedelic Stadium Trap,Rage Trap,male,cocky,142,8,stadium walkout,0:06,68,48,190,TRUE,psych-c02,"Rage Trap, cocky male lead vocal, epic belted chorus; 142 BPM; production: psychedelic guitar swirl, stadium reverb, distorted bass drops; theme: throne room walk-in; hook at 0:06 (post-chorus 'oh-oh' tag); sync-license cinematic finish; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Galaxy Light,Psychedelic Stadium Trap,Sci-Fi Trap,male,cocky,146,10,festival main stage,0:08,66,48,179,TRUE,psych-c03,"Sci-Fi Trap, cocky male lead vocal, stacked harmonized hook; 146 BPM; production: anthemic snare drops, stadium reverb, tribal percussion; theme: sonic baptism; hook at 0:08 (two-word chant hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Cosmos Hour,Psychedelic Stadium Trap,Rage Trap,male,rebellious,143,10,skyline anthem,0:06,73,51,189,TRUE,psych-c03,"Rage Trap, rebellious male lead vocal, psychedelic processed vocal; 143 BPM; production: stadium reverb, rolling 808s, psychedelic guitar swirl; theme: the universe is mine; hook at 0:06 (post-chorus 'oh-oh' tag); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Throne Era,Psychedelic Stadium Trap,Astral Trap,male,cocky,141,8,highway rage drive,0:12,69,45,191,TRUE,psych-c03,"Astral Trap, cocky male lead vocal, melodic rage chant; 141 BPM; production: anthemic snare drops, choir swells, rolling 808s; theme: the kid they doubted; hook at 0:12 (name-drop hook); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Cosmos Empire,Psychedelic Stadium Trap,Rage Trap,male,spiritual,144,10,stadium walkout,0:12,66,54,127,TRUE,psych-c03,"Rage Trap, spiritual male lead vocal, stacked harmonized hook; 144 BPM; production: psychedelic guitar swirl, vocal reverse fx, godlike sub drop; theme: running on faith; hook at 0:12 (title-as-hook payoff); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Crown Pulse,Psychedelic Stadium Trap,Cinematic Trap,male,transcendent,136,10,after-hours mosh,0:12,68,44,195,TRUE,psych-c03,"Cinematic Trap, transcendent male lead vocal, autotuned anthemic shout; 136 BPM; production: godlike sub drop, supersaw leads, anthemic snare drops; theme: throne room walk-in; hook at 0:12 (title-as-hook payoff); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Galaxy Hour,Psychedelic Stadium Trap,Astral Trap,male,otherworldly,144,10,skyline anthem,0:10,76,53,136,TRUE,psych-c03,"Astral Trap, otherworldly male lead vocal, autotuned anthemic shout; 144 BPM; production: supersaw leads, anthemic snare drops, godlike sub drop; theme: the universe is mine; hook at 0:10 (echoed call-and-response hook); festival-ready loudness; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Stargod Cipher (feat. The Night),Psychedelic Stadium Trap,Rage Trap,male,epic,136,10,movie trailer moment,0:10,72,40,195,TRUE,psych-c03,"Rage Trap, epic male lead vocal, autotuned anthemic shout; 136 BPM; production: godlike sub drop, psychedelic guitar swirl, rolling 808s; theme: ascend or die; hook at 0:10 (title-as-hook payoff); modern radio-ready mix; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Inferno King,Psychedelic Stadium Trap,Sci-Fi Trap,male,rebellious,138,8,stadium walkout,0:12,80,52,194,TRUE,psych-c03,"Sci-Fi Trap, rebellious male lead vocal, melodic rage chant; 138 BPM; production: filtered build risers, vocal reverse fx, choir swells; theme: godmode flex; hook at 0:12 (name-drop hook); modern emotional retention design; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Crown Era,Psychedelic Stadium Trap,Astral Trap,male,spiritual,144,9,movie trailer moment,0:12,80,42,204,TRUE,psych-c03,"Astral Trap, spiritual male lead vocal, psychedelic processed vocal; 144 BPM; production: cinematic strings, supersaw leads, choir swells; theme: ascend or die; hook at 0:12 (two-word chant hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Eclipse Mode (feat. The Night),Psychedelic Stadium Trap,Astral Trap,male,victorious,151,9,movie trailer moment,0:06,66,50,110,TRUE,psych-c03,"Astral Trap, victorious male lead vocal, autotuned anthemic shout; 151 BPM; production: psychedelic guitar swirl, distorted bass drops, choir swells; theme: godmode flex; hook at 0:06 (title-as-hook payoff); TikTok-hook-first arrangement; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Eclipse Empire,Psychedelic Stadium Trap,Stadium Trap Anthem,male,wired,137,10,movie trailer moment,0:08,72,41,160,TRUE,psych-c04,"Stadium Trap Anthem, wired male lead vocal, tribal chant ad-libs; 137 BPM; production: distorted bass drops, godlike sub drop, supersaw leads; theme: ascend or die; hook at 0:08 (pre-chorus build into anthemic hook); Spotify-editorial-ready production; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
Halo Cipher,Psychedelic Stadium Trap,Psychedelic Trap,male,victorious,137,9,highway rage drive,0:12,70,54,124,TRUE,psych-c04,"Psychedelic Trap, victorious male lead vocal, autotuned anthemic shout; 137 BPM; production: rolling 808s, choir swells, godlike sub drop; theme: we vs them; hook at 0:12 (single-line repeatable hook); playlist-core sonic palette; vocals required; replayable radio-quality; feels familiar to fans of mainstream psychedelic stadium trap but original; minimum 2 minutes; strong cinematic intro under 8 seconds; avoid AI artifacts; emotionally addictive; no copyrighted artist references.",pending
